alt,apps,batt_voltage,cg_accel_x,cg_accel_y,cg_accel_z,coolant_temp,epoch,fr_adc1,fr_adc2,fr_adc3,fr_adc4,gear,lambda,lat,lon,map,nanos,oil_pa,rpm,timestamp,tps
232199,335,135,108,65467,2501,3220,1731130571,704,623,563,1479,0,991,30.3863257,97.7244536,425,324772314,6273,6378,1731130571,166
232231,330,135,118,65487,2501,3220,1731130571,711,629,564,1470,0,951,30.3863257,97.7244536,390,424772289,6337,6227,1731130571,166
232260,334,135,108,65467,2511,3221,1731130571,708,628,563,1475,0,964,30.3863257,97.7244536,393,524772263,6320,5811,1731130571,166
232292,334,135,108,65477,2443,3221,1731130571,704,625,563,1476,0,955,30.3863256,97.7244536,430,624772238,6271,5519,1731130571,166
232321,329,135,118,65487,2480,3222,1731130571,709,630,564,1470,0,968,30.3863256,97.7244537,468,724772212,6230,5327,1731130571,166
232346,334,135,118,65477,2480,3222,1731130571,707,628,564,1477,0,955,30.3863256,97.7244537,486,824772187,6202,5335,1731130571,166
232378,329,135,118,65477,2490,3223,1731130571,705,626,563,1468,0,941,30.3863255,97.7244537,497,924772161,6205,5493,1731130571,166
232405,329,135,108,65448,2490,3223,1731130572,711,632,565,1470,0,969,30.3863255,97.7244537,484,24772136,6196,5822,1731130572,166
232438,329,135,108,65458,2481,3223,1731130572,704,623,563,1472,0,968,30.3863254,97.7244537,455,174772097,6249,6100,1731130572,166
232466,334,135,98,65467,2500,3223,1731130572,707,625,563,1475,0,981,30.3863254,97.7244537,394,274772072,6292,6421,1731130572,166
232501,334,135,137,65487,2490,3224,1731130572,708,627,563,1472,0,937,30.3863254,97.7244537,386,374772046,6295,6022,1731130572,166
232522,334,135,108,65467,2550,3224,1731130572,706,624,563,1472,0,951,30.3863253,97.7244537,415,474772021,6271,5591,1731130572,166
232551,333,135,118,65477,2501,3225,1731130572,706,624,562,1473,0,955,30.3863253,97.7244537,459,574771995,6225,5318,1731130572,166
232575,329,135,118,65497,2531,3225,1731130572,704,624,562,1469,0,967,30.3863253,97.7244537,485,674771970,6178,5174,1731130572,166
232599,332,135,127,65487,2511,3226,1731130572,711,631,565,1471,0,970,30.3863253,97.7244537,501,774771945,6170,5302,1731130572,166
232619,335,135,118,65497,2470,3226,1731130572,709,631,565,1469,0,930,30.3863252,97.7244537,508,874771919,6170,5398,1731130572,166
232641,330,135,108,65477,2481,3227,1731130572,704,626,564,1474,0,997,30.3863252,97.7244538,509,974771894,6162,5468,1731130572,167
232660,334,135,108,65507,2471,3228,1731130573,706,624,563,1472,0,1015,30.3863252,97.7244538,498,74771868,6170,5719,1731130573,166
232663,335,135,118,65448,2540,3228,1731130573,705,626,563,1475,0,1047,30.3863251,97.7244538,465,174771843,6235,6064,1731130573,166
232674,332,135,108,65448,2490,3229,1731130573,703,622,562,1469,0,945,30.3863251,97.7244538,407,374771792,6300,6385,1731130573,166
232674,331,135,88,65467,2500,3229,1731130573,706,626,562,1470,0,923,30.3863251,97.7244538,380,374771792,6331,6444,1731130573,166
232715,334,135,127,65487,2511,3230,1731130573,702,623,563,1476,0,951,30.386325,97.7244539,378,574771741,6355,5946,1731130573,166
232743,334,135,108,65448,2520,3230,1731130573,706,626,563,1476,0,892,30.3863249,97.7244539,426,674771716,6315,5381,1731130573,166
232765,337,135,98,65487,2461,3231,1731130573,705,625,564,1471,0,898,30.3863248,97.7244539,458,774771691,6254,5282,1731130573,166
232790,332,135,118,65467,2491,3231,1731130573,713,631,564,1471,0,893,30.3863248,97.7244539,489,874771665,6195,5192,1731130573,166
232801,334,135,118,65477,2480,3231,1731130573,704,622,562,1476,0,932,30.3863248,97.7244539,504,974771640,6168,5292,1731130573,166
232821,335,135,127,65497,2521,3231,1731130574,704,622,562,1475,0,912,30.3863247,97.7244539,505,74771614,6174,5539,1731130574,166
232842,335,135,108,65497,2461,3232,1731130574,703,625,565,1472,0,977,30.3863247,97.724454,477,174771589,6211,6014,1731130574,166
232859,330,135,118,65477,2501,3232,1731130574,706,625,563,1470,0,964,30.3863247,97.724454,429,274771563,6217,6393,1731130574,166
232885,336,135,118,65467,2491,3233,1731130574,709,632,565,1471,0,969,30.3863246,97.724454,385,374771538,6279,6433,1731130574,166
232897,336,135,118,65458,2511,3233,1731130574,701,623,565,1469,0,966,30.3863246,97.724454,383,474771513,6294,6028,1731130574,166
232917,331,135,127,65467,2540,3234,1731130574,704,626,564,1468,0,943,30.3863246,97.724454,415,574771487,6264,5547,1731130574,166
232932,337,135,108,65516,2471,3234,1731130574,706,625,563,1475,0,959,30.3863245,97.724454,453,674771462,6234,5407,1731130574,166
232949,337,135,98,65497,2460,3235,1731130574,705,623,562,1470,0,933,30.3863245,97.724454,479,774771436,6210,5429,1731130574,166
232962,331,135,118,65497,2481,3236,1731130574,707,624,562,1471,0,936,30.3863245,97.7244541,492,874771411,6210,5498,1731130574,166
232983,331,135,108,65448,2480,3236,1731130574,708,628,564,1468,0,916,30.3863244,97.7244541,491,974771386,6197,5549,1731130574,166
232982,335,135,98,65467,2453,3237,1731130575,710,630,564,1468,0,969,30.3863244,97.7244541,474,74771360,6225,5858,1731130575,166
232976,335,135,108,65477,2510,3237,1731130575,702,623,564,1471,0,964,30.3863244,97.7244541,436,174771335,6281,6307,1731130575,166
232976,337,135,108,65448,2490,3238,1731130575,710,631,564,1473,0,973,30.3863244,97.7244541,395,274771310,6314,6444,1731130575,166
232977,334,135,108,65467,2511,3238,1731130575,705,623,562,1472,0,969,30.3863243,97.7244541,378,474771259,6344,6132,1731130575,166
232983,337,135,127,65497,2481,3238,1731130575,705,626,564,1475,0,935,30.3863243,97.724454,392,574771234,6368,5842,1731130575,166
232974,331,135,108,65477,2412,3238,1731130575,706,625,563,1476,0,938,30.3863243,97.724454,424,674771209,6312,5597,1731130575,166
232972,331,135,137,65467,2531,3239,1731130575,708,627,563,1474,0,911,30.3863243,97.724454,458,774771183,6240,5333,1731130575,166
232973,337,135,127,65467,2531,3239,1731130575,704,623,562,1474,0,917,30.3863243,97.724454,486,874771158,6179,5164,1731130575,166
232971,337,135,108,65477,2470,3240,1731130575,710,627,563,1476,0,918,30.3863243,97.724454,504,974771133,6151,5193,1731130575,166
232976,331,135,118,65458,2511,3240,1731130576,706,625,563,1470,0,995,30.3863242,97.724454,512,74771108,6155,5296,1731130576,166
232991,337,135,118,65428,2501,3242,1731130576,711,631,564,1472,0,1037,30.3863242,97.724454,511,174771082,6149,5489,1731130576,166
233001,338,135,127,65438,2531,3242,1731130576,704,626,563,1475,0,1085,30.3863242,97.724454,485,274771057,6192,5895,1731130576,166
233007,338,135,127,65487,2501,3242,1731130576,706,624,562,1471,0,1072,30.3863241,97.7244539,432,374771032,6276,6319,1731130576,166
233022,335,135,98,65477,2461,3242,1731130576,704,623,564,1469,0,1005,30.3863241,97.7244539,390,474771007,6311,6282,1731130576,166
233034,332,135,118,65467,2470,3243,1731130576,705,625,563,1471,0,974,30.3863241,97.7244539,387,574770981,6330,5952,1731130576,166
233047,330,135,98,65507,2460,3243,1731130576,703,623,563,1469,0,956,30.386324,97.7244539,427,674770956,6295,5548,1731130576,166
233053,329,135,98,65448,2481,3245,1731130576,706,628,564,1472,0,967,30.386324,97.7244539,464,774770931,6248,5353,1731130576,166
233049,329,135,118,65467,2491,3245,1731130576,705,623,563,1471,0,963,30.386324,97.7244539,486,874770905,6212,5392,1731130576,166
233061,338,135,98,65467,2470,3245,1731130576,705,627,563,1473,0,934,30.386324,97.7244539,495,974770880,6211,5549,1731130576,166
233071,333,135,118,65507,2470,3246,1731130577,706,624,563,1462,0,922,30.3863239,97.7244538,482,74770855,6210,5855,1731130577,166
233084,329,135,118,65477,2471,3246,1731130577,708,629,564,1469,0,947,30.3863239,97.7244538,444,174770830,6227,6268,1731130577,166
233095,332,135,108,65458,2510,3247,1731130577,706,625,563,1471,0,949,30.3863238,97.7244538,390,274770804,6297,6437,1731130577,166
233116,338,135,118,65477,2480,3247,1731130577,703,622,563,1472,0,928,30.3863238,97.7244538,378,474770754,6316,6074,1731130577,166
233124,329,135,108,65477,2460,3248,1731130577,704,623,563,1470,0,956,30.3863237,97.7244537,406,574770728,6297,5653,1731130577,166
233135,330,135,108,65458,2491,3248,1731130577,708,628,563,1472,0,935,30.3863237,97.7244537,443,674770703,6235,5327,1731130577,166
233146,331,135,118,65497,2470,3249,1731130577,706,623,562,1460,0,955,30.3863237,97.7244537,480,774770678,6175,5260,1731130577,166
233154,332,135,127,65487,2490,3249,1731130577,704,624,562,1470,0,948,30.3863236,97.7244537,501,874770653,6145,5263,1731130577,166
233165,330,135,118,65477,2471,3250,1731130577,704,623,563,1469,0,964,30.3863236,97.7244537,510,974770627,6128,5352,1731130577,166
233172,337,135,127,65487,2520,3250,1731130578,705,624,562,1470,0,992,30.3863236,97.7244537,506,74770602,6139,5617,1731130578,166
233180,332,135,108,65497,2480,3251,1731130578,707,627,563,1471,0,1058,30.3863235,97.7244537,489,174770577,6169,5883,1731130578,166
233191,329,135,127,65467,2491,3251,1731130578,704,627,564,1476,0,1064,30.3863235,97.7244537,427,274770551,6203,6408,1731130578,166
233206,333,135,137,65477,2511,3252,1731130578,707,624,563,1470,0,966,30.3863234,97.7244537,385,374770526,6268,6392,1731130578,166
233217,334,135,127,65467,2500,3252,1731130578,710,631,565,1473,0,974,30.3863234,97.7244537,382,474770501,6324,5998,1731130578,166
233226,330,135,118,65477,2520,3252,1731130578,705,624,562,1465,0,966,30.3863234,97.7244537,414,574770475,6311,5699,1731130578,166
233235,332,135,118,65467,2481,3252,1731130578,702,621,564,1473,0,960,30.3863233,97.7244537,443,674770450,6265,5517,1731130578,166
233245,332,135,108,65438,2520,3253,1731130578,708,629,564,1476,0,960,30.3863233,97.7244536,470,774770425,6219,5382,1731130578,166
233258,330,135,127,65467,2510,3254,1731130578,702,624,563,1473,0,930,30.3863233,97.7244536,492,874770400,6180,5265,1731130578,166
233270,329,135,108,65428,2481,3254,1731130578,710,628,564,1475,0,918,30.3863232,97.7244536,501,974770374,6166,5583,1731130578,166
233276,332,135,127,65438,2540,3255,1731130579,704,624,562,1472,0,936,30.3863232,97.7244536,483,74770349,6201,5859,1731130579,166
233294,332,135,118,65477,2490,3255,1731130579,707,624,563,1468,0,929,30.3863232,97.7244536,436,174770324,6239,6368,1731130579,166
233317,330,135,127,65487,2471,3256,1731130579,705,625,564,1469,0,915,30.3863231,97.7244536,385,374770273,6312,6384,1731130579,166
233337,332,135,118,65467,2470,3256,1731130579,706,625,563,1467,0,949,30.3863231,97.7244536,380,474770248,6343,6086,1731130579,166
233347,330,135,127,65349,2550,3256,1731130579,707,627,564,1464,0,945,30.386323,97.7244536,405,574770223,6291,5664,1731130579,166
233356,330,135,137,32699,2540,3256,1731130579,706,625,563,1466,0,943,30.386323,97.7244536,450,674770197,6242,5375,1731130579,166
233365,331,135,118,65487,2541,3258,1731130579,703,624,563,1474,0,937,30.386323,97.7244536,476,774770172,6202,5360,1731130579,166
233377,333,135,137,65448,2531,3258,1731130579,705,623,563,1471,0,932,30.386323,97.7244536,494,874770147,6196,5452,1731130579,166
233383,330,135,118,65477,2530,3259,1731130579,704,626,563,1475,0,936,30.3863229,97.7244536,492,974770122,6182,5581,1731130579,166
233399,333,135,108,65497,2452,3259,1731130580,702,620,563,1469,0,945,30.3863229,97.7244536,480,74770096,6200,5794,1731130580,166
233410,332,135,118,65497,2460,3259,1731130580,705,628,563,1472,0,981,30.3863228,97.7244536,437,174770071,6209,6374,1731130580,166
233423,330,135,147,65507,2501,3259,1731130580,705,626,563,1473,0,922,30.3863228,97.7244536,387,274770046,6278,6507,1731130580,166
233433,333,135,118,65487,2490,3260,1731130580,707,627,563,1469,0,940,30.3863228,97.7244536,376,374770021,6289,6158,1731130580,166
233454,333,135,118,65477,2541,3260,1731130580,709,630,563,1475,0,926,30.3863227,97.7244535,404,474769995,6308,5743,1731130580,166
233462,333,135,127,65477,2511,3261,1731130580,706,628,563,1477,0,905,30.3863227,97.7244535,437,574769970,6251,5474,1731130580,167
233473,333,135,127,65477,2511,3261,1731130580,703,623,563,1469,0,948,30.3863227,97.7244535,473,674769945,6223,5280,1731130580,166
233491,333,135,108,65467,2490,3262,1731130580,704,625,563,1472,0,914,30.3863226,97.7244535,493,774769920,6177,5417,1731130580,166
233508,333,135,118,32680,2521,3263,1731130580,708,629,563,1468,0,914,30.3863225,97.7244535,497,874769894,6170,5536,1731130580,166
233521,335,135,118,65487,2520,3263,1731130580,711,632,564,1470,0,903,30.3863225,97.7244535,483,974769869,6177,5900,1731130580,166
233535,330,135,108,65467,2490,3264,1731130581,705,623,563,1467,0,958,30.3863224,97.7244534,433,74769844,6221,6359,1731130581,166
233558,332,135,127,65477,2480,3264,1731130581,706,624,562,1477,0,939,30.3863223,97.7244534,379,274769793,6287,6483,1731130581,166
233558,335,135,108,65467,2511,3265,1731130581,706,625,562,1477,0,950,30.3863223,97.7244534,376,274769793,6285,6132,1731130581,166
233586,334,135,108,65477,2460,3265,1731130581,705,625,562,1472,0,927,30.3863221,97.7244533,407,474769742,6250,5703,1731130581,166
233606,333,135,127,65428,2550,3266,1731130581,707,629,564,1478,0,921,30.386322,97.7244532,447,574769717,6202,5478,1731130581,166
233614,333,135,108,65497,2480,3266,1731130581,700,621,564,1471,0,960,30.386322,97.7244532,469,674769692,6197,5410,1731130581,166
233631,333,135,98,65507,2470,3267,1731130581,706,624,564,1471,0,934,30.3863219,97.7244532,489,774769666,6169,5409,1731130581,166
233649,330,135,98,65477,2461,3267,1731130581,703,624,563,1468,0,920,30.3863218,97.7244531,495,874769641,6177,5557,1731130581,166
233665,328,135,98,65497,2453,3268,1731130581,704,624,563,1473,0,969,30.3863217,97.7244531,482,974769616,6189,5888,1731130581,166
233677,333,135,98,65477,2480,3268,1731130582,708,628,564,1470,0,993,30.3863217,97.7244531,427,74769591,6249,6479,1731130582,166
233689,332,135,98,65477,2501,3268,1731130582,708,628,563,1469,0,955,30.3863216,97.724453,382,174769565,6285,6489,1731130582,166
233706,333,135,108,65467,2520,3268,1731130582,706,625,562,1470,0,959,30.3863216,97.724453,379,274769540,6333,6086,1731130582,166
233724,334,135,98,65497,2491,3269,1731130582,708,626,563,1466,0,955,30.3863216,97.724453,409,374769515,6323,5612,1731130582,166
233747,328,135,98,65458,2480,3269,1731130582,708,627,563,1470,0,966,30.3863215,97.724453,452,474769490,6260,5387,1731130582,166
233783,333,135,78,65458,2470,3270,1731130582,705,624,563,1476,0,980,30.3863215,97.7244529,480,574769465,6179,5344,1731130582,166
233789,332,135,98,65467,2470,3270,1731130582,708,626,563,1477,0,939,30.3863215,97.724453,494,674769439,6148,5450,1731130582,165
233790,333,135,108,65467,2530,3271,1731130582,704,625,563,1470,0,945,30.3863214,97.724453,484,774769414,6192,5844,1731130582,165
233788,334,135,98,65497,2443,3271,1731130582,706,626,563,1475,0,944,30.3863214,97.724453,454,874769389,6217,6167,1731130582,165
233793,328,135,127,65467,2510,3272,1731130582,706,624,562,1469,0,943,30.3863214,97.724453,394,974769364,6302,6509,1731130582,165
233789,327,135,118,65507,2460,3273,1731130583,700,619,563,1470,0,957,30.3863213,97.724453,371,74769338,6310,6289,1731130583,165
233812,333,135,98,65458,2501,3273,1731130583,705,626,563,1466,0,952,30.3863213,97.724453,375,224769301,6318,6025,1731130583,165
233811,327,135,137,65477,2530,3273,1731130583,706,624,562,1467,0,946,30.3863213,97.724453,413,324769275,6274,5680,1731130583,165
233815,332,135,88,65526,2481,3273,1731130583,708,629,564,1472,0,916,30.3863212,97.724453,441,424769250,6226,5235,1731130583,165
233835,325,135,137,65467,2500,3274,1731130583,702,624,563,1476,0,936,30.3863211,97.724453,478,524769225,6184,5297,1731130583,165
233841,332,135,118,65487,2541,3274,1731130583,710,629,564,1465,0,905,30.386321,97.7244529,499,624769200,6117,5283,1731130583,164
233848,334,135,108,65497,2490,3275,1731130583,705,626,563,1466,0,940,30.3863209,97.7244529,503,724769175,6128,5449,1731130583,164
233859,333,135,108,65467,2452,3275,1731130583,708,626,563,1474,0,928,30.3863209,97.7244529,491,824769150,6167,5839,1731130583,164
233863,326,135,127,65477,2452,3276,1731130583,707,627,563,1472,0,975,30.3863208,97.7244529,446,924769125,6223,6257,1731130583,164
233909,327,135,108,65477,2500,3276,1731130584,705,625,565,1463,0,957,30.3863206,97.7244529,386,124769074,6279,6450,1731130584,164
233909,334,135,118,65467,2510,3277,1731130584,706,625,563,1463,0,940,30.3863206,97.7244529,379,124769074,6295,6050,1731130584,164
233952,333,135,118,65467,2481,3277,1731130584,705,626,564,1467,0,968,30.3863204,97.7244529,402,324769024,6287,5762,1731130584,164
233983,328,135,108,65507,2461,3278,1731130584,704,627,563,1476,0,959,30.3863204,97.7244529,434,424768999,6232,5607,1731130584,164
234007,335,135,147,65448,2530,3278,1731130584,700,621,564,1469,0,966,30.3863203,97.7244529,455,524768973,6222,5496,1731130584,164
234013,334,135,127,65448,2470,3279,1731130584,709,628,563,1473,0,940,30.3863203,97.7244529,480,624768948,6190,5433,1731130584,164
234028,327,135,127,65516,2481,3280,1731130584,701,621,562,1468,0,933,30.3863203,97.7244529,483,724768923,6186,5589,1731130584,164
234037,327,135,147,65516,2490,3280,1731130584,703,623,564,1480,0,970,30.3863203,97.7244529,474,824768898,6196,5787,1731130584,164
234029,334,135,118,65448,2500,3280,1731130584,704,624,563,1470,0,971,30.3863203,97.7244529,432,924768873,6205,6284,1731130584,164
234029,327,135,118,65487,2511,3280,1731130585,702,622,564,1472,0,970,30.3863203,97.7244528,388,24768848,6266,6468,1731130585,164
234029,326,135,137,65448,2470,3281,1731130585,705,628,563,1469,0,971,30.3863203,97.7244528,366,24768848,6293,6346,1731130585,164
234024,325,135,137,65497,2470,3281,1731130585,707,625,562,1465,0,961,30.3863203,97.7244528,374,174768810,6313,5925,1731130585,163
234011,333,135,127,65428,2511,3282,1731130585,713,632,564,1477,0,925,30.3863204,97.7244528,416,374768760,6259,5418,1731130585,163
234006,325,135,118,65477,2480,3282,1731130585,704,623,562,1469,0,916,30.3863204,97.7244528,461,474768735,6162,5077,1731130585,164
234007,326,135,127,65477,2511,3283,1731130585,701,623,563,1472,0,905,30.3863203,97.7244528,489,574768710,6114,5164,1731130585,164
234015,334,135,137,65497,2551,3283,1731130585,707,627,563,1469,0,917,30.3863203,97.7244527,505,674768685,6097,5316,1731130585,163
234020,328,135,127,65438,2500,3284,1731130585,705,628,564,1473,0,905,30.3863202,97.7244527,507,774768659,6097,5389,1731130585,164
234062,325,135,147,65438,2511,3284,1731130585,707,626,562,1465,0,932,30.3863201,97.7244527,493,874768634,6143,5874,1731130585,164
234098,333,135,127,65497,2460,3285,1731130585,704,624,563,1471,0,947,30.38632,97.7244527,419,974768609,6224,6483,1731130585,163
234131,329,135,118,65487,2471,3285,1731130586,707,630,564,1470,0,927,30.3863199,97.7244527,387,74768584,6280,6496,1731130586,163
234167,326,135,118,65448,2521,3285,1731130586,700,621,563,1466,0,944,30.3863198,97.7244526,371,174768559,6322,6136,1731130586,163
234166,326,135,118,65526,2470,3285,1731130586,698,620,563,1469,0,935,30.3863198,97.7244526,418,274768534,6240,5214,1731130586,164
234164,328,135,108,65487,2481,3287,1731130586,708,628,563,1472,0,935,30.3863197,97.7244526,455,374768509,6193,5090,1731130586,163
234157,329,135,118,65477,2490,3287,1731130586,707,626,562,1465,0,906,30.3863198,97.7244525,490,474768483,6097,5089,1731130586,164
234152,325,135,127,65467,2470,3287,1731130586,706,626,562,1472,0,967,30.3863198,97.7244525,507,574768458,6048,5140,1731130586,163
234144,328,135,108,65477,2481,3287,1731130586,706,625,561,1469,0,905,30.3863198,97.7244525,513,674768433,6076,5370,1731130586,163
234140,328,135,108,65458,2531,3288,1731130586,703,625,563,1463,0,939,30.3863198,97.7244524,498,774768408,6129,5781,1731130586,163
234144,327,135,88,65458,2501,3289,1731130586,707,627,563,1482,0,972,30.3863197,97.7244524,460,874768383,6158,6157,1731130586,163
234149,327,135,98,65477,2480,3289,1731130586,704,625,562,1476,0,979,30.3863196,97.7244524,399,974768358,6243,6361,1731130586,163
234159,328,135,118,65458,2480,3289,1731130587,709,631,564,1471,0,959,30.3863195,97.7244523,383,74768333,6269,6162,1731130587,163
234218,333,135,108,65497,2541,3289,1731130587,700,621,563,1471,0,927,30.3863193,97.7244523,399,274768283,6254,5744,1731130587,163
234218,327,135,127,65507,2510,3290,1731130587,706,623,562,1469,0,943,30.3863193,97.7244523,429,274768283,6225,5564,1731130587,163
234236,327,135,118,65428,2471,3290,1731130587,703,622,564,1470,0,925,30.3863193,97.7244522,456,474768233,6194,5371,1731130587,163
234240,325,135,118,65458,2461,3292,1731130587,706,625,562,1467,0,939,30.3863193,97.7244522,482,574768207,6158,5265,1731130587,162
234247,327,135,118,65497,2470,3292,1731130587,707,627,563,1473,0,901,30.3863193,97.7244522,490,674768182,6132,5448,1731130587,162
234251,326,135,137,65477,2511,3292,1731130587,706,624,561,1470,0,925,30.3863193,97.7244521,479,774768157,6158,5700,1731130587,162
234255,326,135,78,65487,2470,3292,1731130587,708,626,563,1467,0,978,30.3863194,97.7244521,440,874768132,6205,6207,1731130587,162
234257,323,135,118,65458,2461,3293,1731130587,703,621,562,1476,0,955,30.3863194,97.7244521,398,974768107,6253,6487,1731130587,162
234260,323,135,118,65458,2511,3293,1731130588,706,627,563,1470,0,949,30.3863194,97.7244521,373,74768082,6283,6169,1731130588,162
234266,328,135,118,65497,2521,3294,1731130588,710,628,563,1471,0,912,30.3863194,97.724452,389,174768057,6280,5693,1731130588,162
234268,327,135,127,65458,2511,3294,1731130588,704,625,562,1468,0,942,30.3863194,97.724452,433,274768032,6215,5337,1731130588,162
234278,324,135,118,65458,2511,3294,1731130588,704,624,563,1471,0,939,30.3863194,97.724452,473,374768007,6151,5215,1731130588,162
234301,326,135,137,65467,2510,3294,1731130588,705,623,563,1463,0,965,30.3863194,97.7244519,490,474767982,6112,5174,1731130588,162
234304,327,135,127,65497,2500,3295,1731130588,704,626,562,1473,0,971,30.3863194,97.7244519,505,574767957,6076,5181,1731130588,162
234314,327,135,118,65438,2470,3295,1731130588,710,631,564,1469,0,954,30.3863194,97.7244519,510,674767932,6063,5259,1731130588,162
234325,327,135,118,65458,2471,3296,1731130588,708,625,563,1464,0,1047,30.3863193,97.7244518,503,774767906,6100,5622,1731130588,162
234339,324,135,118,32699,2510,3297,1731130588,704,625,563,1468,0,1073,30.3863193,97.7244518,468,874767881,6166,6117,1731130588,162
234361,327,135,98,65458,2511,3297,1731130588,706,625,562,1470,0,1022,30.3863192,97.7244518,401,974767856,6240,6490,1731130588,162
234412,324,135,108,65487,2453,3298,1731130589,705,626,563,1472,0,952,30.386319,97.7244518,378,174767806,6295,6128,1731130589,162
234428,323,135,127,65477,2501,3298,1731130589,708,627,563,1469,0,968,30.3863189,97.7244518,391,274767781,6266,5826,1731130589,162
234443,323,135,118,65497,2491,3299,1731130589,711,630,564,1468,0,971,30.3863189,97.7244518,424,374767756,6217,5572,1731130589,162
234452,326,135,118,65477,2471,3299,1731130589,701,620,562,1467,0,986,30.3863189,97.7244518,460,474767731,6173,5364,1731130589,162
234466,328,135,118,65448,2500,3300,1731130589,704,622,562,1465,0,956,30.3863188,97.7244518,478,574767705,6168,5278,1731130589,162
234504,327,135,118,65477,2501,3300,1731130589,705,625,562,1473,0,923,30.3863187,97.7244518,496,674767681,6120,5219,1731130589,162
234544,328,135,98,65467,2453,3300,1731130589,704,623,562,1462,0,963,30.3863186,97.7244517,501,774767655,6104,5436,1731130589,162
234586,325,135,108,65458,2491,3300,1731130589,704,623,563,1466,0,947,30.3863184,97.7244517,490,874767630,6112,5762,1731130589,162
234625,327,135,118,65516,2460,3301,1731130589,709,628,563,1477,0,1031,30.3863183,97.7244517,442,974767605,6193,6233,1731130589,162
234668,327,135,108,65487,2510,3301,1731130590,706,626,562,1469,0,1006,30.3863182,97.7244516,389,74767580,6241,6497,1731130590,162
234683,323,135,108,65467,2501,3302,1731130590,706,626,562,1471,0,972,30.3863181,97.7244516,378,174767555,6258,5919,1731130590,161
234688,323,135,98,65467,2470,3302,1731130590,705,625,563,1468,0,954,30.3863181,97.7244516,410,274767530,6237,5587,1731130590,161
234692,323,135,108,65458,2481,3302,1731130590,706,628,564,1468,0,973,30.3863181,97.7244516,453,374767505,6180,5309,1731130590,161
234700,327,135,118,65477,2530,3302,1731130590,703,626,563,1467,0,983,30.386318,97.7244516,477,474767480,6135,5229,1731130590,161
234705,323,135,98,65477,2461,3303,1731130590,705,626,563,1481,0,905,30.386318,97.7244516,490,574767455,6123,5367,1731130590,161
234715,326,135,108,65477,2443,3304,1731130590,704,625,562,1468,0,923,30.386318,97.7244516,491,674767430,6131,5519,1731130590,161
234722,328,135,98,65497,2481,3304,1731130590,705,623,563,1463,0,932,30.3863179,97.7244516,491,774767405,6113,5563,1731130590,161
234722,323,135,88,65487,2490,3305,1731130590,704,624,561,1468,0,991,30.386318,97.7244516,466,874767379,6152,5938,1731130590,162
234729,328,135,118,65487,2461,3305,1731130590,705,626,563,1469,0,955,30.386318,97.7244516,428,974767354,6233,6037,1731130590,161
234724,328,135,108,65467,2541,3306,1731130591,709,626,562,1469,0,930,30.386318,97.7244516,415,74767329,6229,6032,1731130591,161
234738,323,135,118,65477,2511,3306,1731130591,705,623,561,1470,0,904,30.386318,97.7244516,405,274767279,6237,5970,1731130591,161
234738,323,135,108,65507,2530,3306,1731130591,705,624,562,1473,0,892,30.386318,97.7244516,409,374767254,6269,5885,1731130591,161
234744,329,135,127,65458,2452,3306,1731130591,704,624,563,1467,0,900,30.386318,97.7244516,420,474767229,6243,5715,1731130591,161
234753,322,135,108,65477,2510,3307,1731130591,711,631,564,1474,0,873,30.386318,97.7244516,439,574767204,6224,5626,1731130591,161
234756,323,135,137,65409,2588,3307,1731130591,709,630,564,1476,0,923,30.3863181,97.7244516,453,674767179,6211,5604,1731130591,162
234757,328,135,108,65516,2480,3307,1731130591,702,622,563,1467,0,925,30.3863181,97.7244517,467,774767154,6177,5544,1731130591,162
234760,328,135,118,65467,2481,3307,1731130591,708,626,563,1470,0,952,30.3863181,97.7244517,478,874767129,6146,5503,1731130591,161
234756,324,135,137,65438,2481,3308,1731130591,704,623,562,1468,0,921,30.3863181,97.7244517,483,974767104,6122,5589,1731130591,161
234763,323,135,118,65448,2481,3308,1731130592,704,623,562,1473,0,933,30.3863182,97.7244517,465,74767079,6157,5828,1731130592,162
234762,329,135,137,65507,2531,3309,1731130592,707,628,563,1473,0,906,30.3863182,97.7244517,431,174767054,6190,6234,1731130592,162
234766,324,135,137,65477,2471,3309,1731130592,708,628,563,1470,0,895,30.3863182,97.7244517,382,274767029,6238,6139,1731130592,162
234766,323,135,118,65477,2471,3310,1731130592,706,625,562,1471,0,912,30.3863182,97.7244517,394,374767004,6226,5665,1731130592,162
234768,330,135,137,65477,2541,3310,1731130592,708,628,563,1467,0,896,30.3863182,97.7244517,443,474766978,6179,5314,1731130592,161
234768,328,135,127,65487,2471,3311,1731130592,706,628,563,1471,0,963,30.3863183,97.7244518,481,574766953,6098,5164,1731130592,161
234771,324,135,127,65438,2521,3311,1731130592,702,626,563,1474,0,951,30.3863183,97.7244518,492,674766929,6078,5332,1731130592,162
234770,328,135,108,65477,2470,3311,1731130592,706,628,563,1468,0,923,30.3863183,97.7244518,503,774766904,6082,5281,1731130592,162
234777,323,135,118,65487,2520,3313,1731130592,707,626,562,1470,0,897,30.3863183,97.7244518,503,874766879,6066,5511,1731130592,162
234771,323,135,98,65467,2460,3313,1731130592,706,625,562,1465,0,919,30.3863183,97.7244519,493,974766853,6094,5705,1731130592,161
